customer_id,city,customer_segment,battery_capacity_kwh,home_charging_access,preferred_station_type,base_sessions_per_month,peak_preference_score,price_sensitivity_score,convenience_score,station_loyalty_score,baseline_avg_session_kwh,incentive_response_score
CUST04025,Bengaluru,Price_Sensitive,55.1,0,Fleet,8,0.422,0.865,0.442,0.279,22.3,0.738
CUST04026,Delhi NCR,Convenience_First,44.6,0,Office_Commercial,10,0.842,0.136,0.878,0.734,19.2,0.224
CUST04027,Chandigarh,Routine_Commuter,56.5,0,Office_Commercial,12,0.828,0.478,0.743,0.673,30.6,0.446
CUST04028,Pune,Convenience_First,66.9,0,Fleet,5,0.744,0.344,0.819,0.856,33.3,0.321
CUST04029,Kochi,Convenience_First,49.9,0,Mall_Retail,5,0.696,0.106,0.982,0.701,19.9,0.176
CUST04030,Kochi,High_Mileage,54.0,1,Fleet,15,0.347,0.585,0.661,0.802,16.0,0.454
CUST04031,Bengaluru,Routine_Commuter,49.8,0,Mall_Retail,12,0.864,0.181,0.592,0.556,17.6,0.334
CUST04032,Hyderabad,High_Mileage,52.0,0,Highway,21,0.502,0.567,0.551,0.948,18.7,0.46
CUST04033,Mumbai,Routine_Commuter,55.9,1,Transit_Public,9,0.629,0.633,0.742,0.953,23.5,0.47
CUST04034,Delhi NCR,Convenience_First,65.4,1,Highway,10,0.762,0.2,0.903,0.873,32.5,0.225
CUST04035,Bengaluru,Price_Sensitive,50.9,1,Transit_Public,8,0.034,0.894,0.363,0.429,17.9,0.708
CUST04036,Chandigarh,Price_Sensitive,49.8,0,Mall_Retail,11,0.384,0.904,0.455,0.692,28.6,0.691
CUST04037,Hyderabad,Routine_Commuter,63.0,0,Office_Commercial,10,0.55,0.632,0.745,0.574,25.2,0.518
CUST04038,Bengaluru,Price_Sensitive,44.1,0,Residential,8,0.554,0.793,0.2,0.53,22.9,0.722
CUST04039,Mumbai,Convenience_First,53.8,0,Highway,5,0.696,0.219,0.807,0.99,20.0,0.23
CUST04040,Mumbai,Price_Sensitive,52.6,0,Transit_Public,6,0.559,0.773,0.351,0.625,22.2,0.667
CUST04041,Ahmedabad,Price_Sensitive,48.9,1,Transit_Public,10,0.434,0.809,0.26,0.444,23.5,0.72
CUST04042,Mumbai,Price_Sensitive,55.4,0,Residential,8,0.63,0.866,0.449,0.494,23.8,0.725
CUST04043,Jaipur,Convenience_First,68.9,0,Highway,6,0.805,0.154,0.774,0.791,34.9,0.242
CUST04044,Pune,Price_Sensitive,56.1,0,Office_Commercial,11,0.816,0.866,0.602,0.38,11.9,0.73
CUST04045,Lucknow,Convenience_First,54.3,1,Residential,9,0.941,0.196,0.804,0.683,22.6,0.289
CUST04046,Kolkata,Routine_Commuter,54.0,1,Residential,10,0.906,0.466,0.513,0.666,25.2,0.494
CUST04047,Lucknow,High_Mileage,80.9,0,Mall_Retail,16,0.567,0.523,0.763,0.868,32.7,0.412
CUST04048,Bengaluru,Price_Sensitive,60.2,1,Mall_Retail,7,0.751,0.757,0.36,0.542,14.3,0.688
CUST04049,Kolkata,Price_Sensitive,47.0,0,Mall_Retail,11,0.642,0.633,0.435,0.704,24.1,0.57
CUST04050,Chandigarh,Convenience_First,59.5,1,Mall_Retail,7,0.843,0.344,0.85,0.897,28.1,0.319
CUST04051,Ahmedabad,Price_Sensitive,56.8,0,Mall_Retail,12,0.535,0.874,0.699,0.389,23.8,0.686
CUST04052,Lucknow,Price_Sensitive,49.7,0,Mall_Retail,12,0.732,0.666,0.561,0.161,20.5,0.653
CUST04053,Delhi NCR,High_Mileage,48.1,0,Fleet,19,0.713,0.859,0.598,0.844,18.3,0.648
CUST04054,Hyderabad,Price_Sensitive,56.2,0,Office_Commercial,12,0.393,0.621,0.368,0.531,27.8,0.577
CUST04055,Chennai,Routine_Commuter,55.8,1,Mall_Retail,13,0.584,0.346,0.542,0.591,27.7,0.401
CUST04056,Kolkata,High_Mileage,70.5,0,Highway,18,0.716,0.688,0.97,0.949,28.9,0.463
CUST04057,Hyderabad,Convenience_First,63.7,0,Residential,6,0.801,0.131,0.815,0.64,22.4,0.243
CUST04058,Mumbai,Routine_Commuter,51.6,1,Residential,8,0.843,0.605,0.84,0.91,17.1,0.463
CUST04059,Lucknow,Routine_Commuter,56.0,1,Residential,11,0.591,0.508,0.787,0.634,25.2,0.436
CUST04060,Bengaluru,Routine_Commuter,55.2,0,Office_Commercial,9,0.64,0.52,0.505,0.657,30.2,0.501
CUST04061,Ahmedabad,Routine_Commuter,48.3,0,Office_Commercial,8,0.752,0.337,0.662,0.734,16.9,0.368
CUST04062,Kolkata,Price_Sensitive,48.9,0,Transit_Public,10,0.518,0.873,0.336,0.513,22.8,0.738
CUST04063,Ahmedabad,Convenience_First,56.1,0,Fleet,7,0.835,0.184,0.818,0.822,29.6,0.248
CUST04064,Mumbai,Convenience_First,48.2,1,Fleet,8,0.867,0.298,0.929,0.806,15.9,0.294
CUST04065,Delhi NCR,Routine_Commuter,55.6,0,Residential,11,0.694,0.69,0.711,0.723,20.1,0.548
CUST04066,Pune,Routine_Commuter,50.1,1,Residential,10,0.579,0.407,0.589,0.752,19.1,0.401
CUST04067,Chennai,Routine_Commuter,56.9,0,Mall_Retail,11,0.958,0.516,0.655,0.42,27.5,0.536
CUST04068,Mumbai,Routine_Commuter,53.9,1,Office_Commercial,13,0.801,0.39,0.753,0.788,15.4,0.376
CUST04069,Pune,High_Mileage,67.8,0,Transit_Public,17,0.692,0.718,0.449,0.908,23.5,0.588
CUST04070,Delhi NCR,Routine_Commuter,53.3,0,Highway,11,0.755,0.628,0.77,0.742,19.5,0.506
CUST04071,Bengaluru,Routine_Commuter,46.8,1,Transit_Public,11,0.936,0.279,0.815,0.572,21.9,0.348
CUST04072,Ahmedabad,Price_Sensitive,44.8,0,Mall_Retail,8,0.543,0.818,0.489,0.44,20.8,0.69
CUST04073,Hyderabad,Routine_Commuter,46.7,1,Residential,11,0.791,0.563,0.732,0.616,21.9,0.5
CUST04074,Bengaluru,Routine_Commuter,54.7,1,Transit_Public,14,0.547,0.336,0.599,0.666,26.0,0.37
CUST04075,Chennai,Routine_Commuter,60.8,1,Office_Commercial,10,0.833,0.641,0.601,0.706,21.9,0.56
CUST04076,Mumbai,Routine_Commuter,49.5,0,Residential,9,0.99,0.247,0.562,0.792,24.9,0.353
CUST04077,Chandigarh,High_Mileage,60.3,0,Highway,23,0.342,0.601,0.794,0.99,21.9,0.408
CUST04078,Pune,Routine_Commuter,59.8,1,Mall_Retail,12,0.783,0.473,0.821,0.704,29.1,0.419
CUST04079,Kolkata,Routine_Commuter,47.4,1,Office_Commercial,13,0.67,0.573,0.756,0.622,12.1,0.488
CUST04080,Pune,Routine_Commuter,48.9,1,Residential,14,0.58,0.353,0.718,0.754,19.5,0.346
CUST04081,Jaipur,Price_Sensitive,36.5,1,Residential,7,0.488,0.799,0.545,0.613,21.0,0.637
CUST04082,Kolkata,Convenience_First,60.6,0,Office_Commercial,10,0.811,0.215,0.945,0.822,24.7,0.237
CUST04083,Pune,Price_Sensitive,41.9,1,Mall_Retail,11,0.238,0.79,0.414,0.465,18.9,0.656
CUST04084,Mumbai,Routine_Commuter,53.1,1,Office_Commercial,11,0.954,0.463,0.889,0.81,21.4,0.401
CUST04085,Chennai,Routine_Commuter,49.4,1,Residential,9,0.656,0.467,0.608,0.629,18.6,0.456
CUST04086,Hyderabad,Routine_Commuter,47.9,1,Residential,11,0.935,0.561,0.77,0.744,24.7,0.486
CUST04087,Kolkata,Routine_Commuter,52.4,0,Highway,9,0.818,0.422,0.654,0.403,21.9,0.473
CUST04088,Kochi,Routine_Commuter,62.7,1,Mall_Retail,8,0.691,0.314,0.669,0.669,22.9,0.358
CUST04089,Bengaluru,Routine_Commuter,59.2,0,Residential,13,0.3,0.513,0.821,0.658,29.3,0.399
CUST04090,Pune,Routine_Commuter,54.6,1,Residential,10,0.476,0.511,0.753,0.835,20.9,0.403
CUST04091,Delhi NCR,Price_Sensitive,53.7,0,Fleet,10,0.479,0.897,0.322,0.689,25.2,0.723
CUST04092,Chennai,Price_Sensitive,50.2,1,Mall_Retail,11,0.543,0.99,0.493,0.528,19.6,0.771
CUST04093,Ahmedabad,High_Mileage,67.5,0,Office_Commercial,18,0.693,0.683,0.658,0.848,20.6,0.536
CUST04094,Jaipur,High_Mileage,64.3,1,Fleet,24,0.435,0.779,0.942,0.926,23.9,0.495
CUST04095,Lucknow,Convenience_First,62.5,0,Residential,10,0.688,0.394,0.813,0.774,30.5,0.357
CUST04096,Hyderabad,Convenience_First,50.7,0,Hotel,6,0.912,0.19,0.721,0.982,19.2,0.254
CUST04097,Delhi NCR,Price_Sensitive,48.2,1,Mall_Retail,10,0.576,0.882,0.564,0.483,23.8,0.707
CUST04098,Mumbai,Routine_Commuter,45.7,1,Office_Commercial,14,0.661,0.677,0.75,0.748,15.8,0.526
CUST04099,Delhi NCR,Price_Sensitive,48.3,0,Highway,7,0.699,0.714,0.34,0.661,15.0,0.646
CUST04100,Jaipur,Routine_Commuter,41.4,0,Office_Commercial,14,0.831,0.515,0.733,0.748,19.9,0.458
CUST04101,Kolkata,Routine_Commuter,59.8,0,Mall_Retail,13,0.563,0.541,0.567,0.99,29.5,0.442
CUST04102,Chandigarh,Price_Sensitive,41.0,0,Mall_Retail,11,0.656,0.798,0.368,0.449,17.4,0.714
CUST04103,Jaipur,High_Mileage,80.3,0,Fleet,23,0.574,0.514,0.737,0.916,38.5,0.405
CUST04104,Chennai,Routine_Commuter,67.4,1,Residential,9,0.971,0.513,0.744,0.384,26.6,0.523
CUST04105,Bengaluru,Convenience_First,50.7,0,Office_Commercial,6,0.864,0.355,0.886,0.643,20.2,0.358
CUST04106,Chandigarh,Routine_Commuter,50.1,1,Office_Commercial,8,0.795,0.593,0.732,0.686,21.0,0.507
CUST04107,Kolkata,Routine_Commuter,47.5,1,Residential,11,0.47,0.555,0.697,0.655,24.5,0.464
CUST04108,Delhi NCR,Routine_Commuter,47.7,1,Residential,13,0.883,0.668,0.63,0.57,25.0,0.595
CUST04109,Ahmedabad,Routine_Commuter,62.2,1,Office_Commercial,9,0.695,0.398,0.5,0.759,26.5,0.424
CUST04110,Mumbai,Convenience_First,39.9,0,Mall_Retail,9,0.864,0.244,0.866,0.681,18.5,0.295
CUST04111,Hyderabad,High_Mileage,70.3,0,Highway,21,0.167,0.749,0.763,0.925,30.9,0.487
CUST04112,Ahmedabad,Routine_Commuter,41.6,1,Highway,14,0.777,0.558,0.657,0.828,15.2,0.479
CUST04113,Bengaluru,Convenience_First,58.0,1,Office_Commercial,10,0.809,0.167,0.956,0.771,27.5,0.216
CUST04114,Ahmedabad,Routine_Commuter,68.3,1,Residential,14,0.662,0.434,0.65,0.658,29.1,0.426
CUST04115,Delhi NCR,Convenience_First,67.2,0,Transit_Public,6,0.806,0.232,0.99,0.693,35.5,0.256
CUST04116,Lucknow,High_Mileage,54.3,0,Mall_Retail,17,0.664,0.796,0.778,0.775,23.1,0.582
CUST04117,Bengaluru,Price_Sensitive,64.5,0,Residential,12,0.096,0.639,0.4,0.569,25.0,0.546
CUST04118,Bengaluru,Price_Sensitive,50.5,0,Residential,12,0.501,0.796,0.313,0.344,21.6,0.724
CUST04119,Pune,Price_Sensitive,64.9,1,Residential,9,0.406,0.879,0.441,0.706,24.4,0.68
CUST04120,Jaipur,Routine_Commuter,54.3,1,Office_Commercial,13,0.937,0.618,0.606,0.661,22.8,0.563
CUST04121,Bengaluru,Price_Sensitive,48.3,0,Mall_Retail,9,0.314,0.9,0.327,0.561,24.1,0.727
CUST04122,Mumbai,Routine_Commuter,51.6,1,Office_Commercial,11,0.709,0.698,0.592,0.708,25.4,0.58
CUST04123,Pune,Price_Sensitive,50.9,1,Residential,8,0.757,0.846,0.361,0.543,21.8,0.737
CUST04124,Ahmedabad,Price_Sensitive,65.0,1,Residential,10,0.458,0.909,0.37,0.704,32.7,0.716
CUST04125,Pune,Convenience_First,58.4,0,Mall_Retail,9,0.809,0.238,0.99,0.799,26.2,0.244
CUST04126,Chandigarh,Convenience_First,50.2,0,Mall_Retail,10,0.653,0.39,0.869,0.831,21.3,0.331
CUST04127,Hyderabad,Price_Sensitive,45.8,0,Fleet,12,0.618,0.907,0.58,0.704,17.5,0.689
CUST04128,Ahmedabad,Convenience_First,42.1,0,Mall_Retail,7,0.895,0.269,0.99,0.747,14.0,0.278
CUST04129,Delhi NCR,Convenience_First,74.4,0,Transit_Public,9,0.758,0.402,0.87,0.773,30.8,0.357
CUST04130,Chennai,Price_Sensitive,52.0,0,Mall_Retail,7,0.439,0.933,0.674,0.656,29.2,0.674
CUST04131,Delhi NCR,Convenience_First,63.7,0,Office_Commercial,7,0.806,0.223,0.904,0.724,26.0,0.264
CUST04132,Pune,Price_Sensitive,40.0,0,Highway,7,0.393,0.944,0.508,0.291,15.6,0.763
CUST04133,Pune,Routine_Commuter,61.7,1,Residential,10,0.577,0.362,0.755,0.964,15.9,0.311
CUST04134,Delhi NCR,Price_Sensitive,64.6,1,Mall_Retail,8,0.784,0.929,0.769,0.819,18.5,0.663
CUST04135,Kochi,High_Mileage,87.2,0,Highway,19,0.54,0.48,0.914,0.892,31.9,0.351
CUST04136,Mumbai,Convenience_First,48.0,1,Transit_Public,9,0.733,0.427,0.863,0.846,25.0,0.358
CUST04137,Kolkata,Convenience_First,64.4,0,Highway,10,0.905,0.203,0.973,0.915,27.4,0.22
CUST04138,Mumbai,Convenience_First,62.7,0,Residential,6,0.817,0.163,0.739,0.628,28.9,0.28
CUST04139,Delhi NCR,Routine_Commuter,53.1,1,Residential,10,0.689,0.579,0.445,0.451,23.4,0.58
CUST04140,Jaipur,Convenience_First,67.0,1,Transit_Public,9,0.873,0.137,0.727,0.747,22.6,0.255
CUST04141,Delhi NCR,Routine_Commuter,54.1,0,Office_Commercial,12,0.64,0.45,0.367,0.821,20.5,0.465
CUST04142,Jaipur,Routine_Commuter,68.4,1,Office_Commercial,9,0.892,0.707,0.839,0.648,26.4,0.563
CUST04143,Pune,Convenience_First,58.4,0,Highway,5,0.833,0.304,0.893,0.866,17.7,0.292
CUST04144,Bengaluru,Routine_Commuter,41.9,1,Transit_Public,11,0.706,0.23,0.498,0.781,14.6,0.33
CUST04145,Hyderabad,Routine_Commuter,53.2,1,Residential,12,0.786,0.366,0.574,0.855,11.8,0.387
CUST04146,Bengaluru,Price_Sensitive,53.3,0,Residential,12,0.3,0.714,0.44,0.532,20.1,0.605
CUST04147,Mumbai,Routine_Commuter,64.8,1,Office_Commercial,12,0.8,0.515,0.615,0.681,39.2,0.488
CUST04148,Delhi NCR,Price_Sensitive,40.6,1,Highway,11,0.468,0.856,0.023,0.714,14.6,0.756
CUST04149,Hyderabad,Price_Sensitive,59.0,0,Highway,12,0.706,0.99,0.495,0.515,24.6,0.789
CUST04150,Lucknow,Price_Sensitive,45.6,0,Office_Commercial,11,0.538,0.9,0.244,0.444,22.3,0.783
CUST04151,Mumbai,Routine_Commuter,55.7,1,Hotel,10,0.983,0.483,0.571,0.494,23.8,0.526
CUST04152,Jaipur,Routine_Commuter,45.8,1,Office_Commercial,10,0.688,0.362,0.795,0.833,19.0,0.334
CUST04153,Delhi NCR,Routine_Commuter,40.1,0,Mall_Retail,11,0.833,0.577,0.449,0.463,16.6,0.592
CUST04154,Lucknow,Price_Sensitive,40.6,1,Mall_Retail,6,0.683,0.652,0.53,0.603,16.9,0.581
CUST04155,Bengaluru,Routine_Commuter,43.5,1,Office_Commercial,10,0.747,0.577,0.273,0.656,21.6,0.589
CUST04156,Lucknow,Routine_Commuter,44.4,1,Mall_Retail,14,0.607,0.413,0.791,0.607,25.3,0.389
CUST04157,Bengaluru,Convenience_First,51.4,0,Mall_Retail,7,0.73,0.284,0.955,0.829,19.7,0.264
CUST04158,Mumbai,Routine_Commuter,46.7,1,Residential,11,0.748,0.591,0.513,0.66,19.9,0.548
CUST04159,Kochi,Convenience_First,58.7,0,Transit_Public,8,0.712,0.295,0.774,0.704,20.2,0.323
CUST04160,Delhi NCR,Price_Sensitive,49.8,1,Transit_Public,9,0.562,0.745,0.459,0.801,23.7,0.604
CUST04161,Ahmedabad,Routine_Commuter,53.2,0,Office_Commercial,8,0.848,0.606,0.653,0.552,21.3,0.555
CUST04162,Bengaluru,Routine_Commuter,47.3,1,Residential,11,0.555,0.386,0.883,0.786,28.5,0.323
CUST04163,Kochi,Price_Sensitive,46.4,1,Residential,8,0.634,0.969,0.414,0.774,16.7,0.747
CUST04164,Bengaluru,Convenience_First,69.0,0,Highway,7,0.969,0.383,0.863,0.703,24.4,0.379
CUST04165,Ahmedabad,Price_Sensitive,49.0,0,Office_Commercial,7,0.394,0.864,0.57,0.45,18.2,0.683
CUST04166,Delhi NCR,High_Mileage,49.0,0,Transit_Public,21,0.694,0.7,0.638,0.99,22.4,0.528
CUST04167,Pune,Price_Sensitive,57.9,1,Highway,12,0.547,0.811,0.211,0.824,20.9,0.685
CUST04168,Bengaluru,Price_Sensitive,43.9,0,Mall_Retail,10,0.574,0.719,0.643,0.597,18.1,0.585
CUST04169,Pune,Convenience_First,70.7,0,Highway,9,0.902,0.261,0.838,0.824,39.1,0.292
CUST04170,Delhi NCR,Price_Sensitive,57.9,1,Residential,10,0.682,0.766,0.529,0.85,22.1,0.606
CUST04171,Ahmedabad,Routine_Commuter,44.2,0,Office_Commercial,10,0.742,0.664,0.748,0.468,18.6,0.57
CUST04172,Pune,High_Mileage,61.5,1,Fleet,22,0.562,0.75,0.669,0.911,24.4,0.548
CUST04173,Chennai,Routine_Commuter,61.4,1,Office_Commercial,13,0.598,0.654,0.81,0.695,32.9,0.503
CUST04174,Jaipur,Price_Sensitive,62.1,0,Office_Commercial,12,0.37,0.97,0.446,0.463,21.2,0.762
CUST04175,Chandigarh,High_Mileage,66.8,1,Fleet,20,0.639,0.703,0.794,0.704,33.7,0.536
CUST04176,Mumbai,Convenience_First,63.0,0,Fleet,8,0.821,0.3,0.93,0.584,36.9,0.324
CUST04177,Ahmedabad,Routine_Commuter,48.8,1,Office_Commercial,10,0.706,0.554,0.746,0.827,16.8,0.452
CUST04178,Chennai,High_Mileage,77.7,0,Mall_Retail,17,0.946,0.805,0.79,0.981,36.8,0.582
CUST04179,Chandigarh,Convenience_First,73.1,0,Mall_Retail,7,0.656,0.143,0.99,0.808,28.5,0.175
CUST04180,Bengaluru,Routine_Commuter,50.1,1,Residential,8,0.685,0.629,0.734,0.778,18.0,0.501
CUST04181,Mumbai,Convenience_First,55.4,0,Highway,6,0.688,0.135,0.891,0.869,28.5,0.185
CUST04182,Kochi,Convenience_First,73.0,0,Fleet,7,0.918,0.219,0.797,0.889,39.6,0.269
CUST04183,Ahmedabad,Price_Sensitive,69.1,0,Highway,12,0.435,0.933,0.314,0.357,30.2,0.79
CUST04184,Jaipur,High_Mileage,56.2,0,Fleet,21,0.775,0.725,0.658,0.884,23.9,0.562
CUST04185,Chandigarh,Convenience_First,76.3,1,Fleet,5,0.867,0.229,0.687,0.81,35.6,0.303
CUST04186,Bengaluru,Price_Sensitive,35.0,0,Mall_Retail,10,0.325,0.832,0.411,0.609,16.7,0.667
CUST04187,Kochi,High_Mileage,78.1,0,Fleet,19,0.67,0.886,0.648,0.826,23.2,0.651
CUST04188,Delhi NCR,Price_Sensitive,49.8,1,Transit_Public,12,0.486,0.857,0.46,0.48,20.7,0.706
CUST04189,Hyderabad,Price_Sensitive,53.8,0,Mall_Retail,6,0.454,0.988,0.664,0.47,28.2,0.735
CUST04190,Pune,Routine_Commuter,64.9,0,Office_Commercial,9,0.758,0.484,0.519,0.736,31.3,0.478
CUST04191,Lucknow,High_Mileage,80.1,0,Highway,22,0.612,0.558,0.911,0.816,33.5,0.414
CUST04192,Delhi NCR,Convenience_First,77.0,0,Mall_Retail,6,0.81,0.339,0.943,0.758,36.1,0.315
CUST04193,Delhi NCR,Routine_Commuter,47.1,1,Office_Commercial,8,0.744,0.037,0.564,0.801,13.1,0.212
CUST04194,Mumbai,Convenience_First,60.8,1,Office_Commercial,5,0.933,0.042,0.866,0.653,22.9,0.195
CUST04195,Pune,Routine_Commuter,48.4,1,Residential,12,0.697,0.537,0.68,0.631,19.6,0.484
CUST04196,Lucknow,Routine_Commuter,51.1,1,Hotel,12,0.696,0.412,0.731,0.815,20.7,0.378
CUST04197,Lucknow,Price_Sensitive,63.0,0,Office_Commercial,9,0.499,0.99,0.475,0.776,26.5,0.733
CUST04198,Delhi NCR,Convenience_First,49.0,0,Fleet,7,0.796,0.417,0.91,0.895,20.4,0.343
CUST04199,Lucknow,Routine_Commuter,67.2,1,Residential,8,0.849,0.48,0.775,0.963,40.8,0.399
CUST04200,Chandigarh,Routine_Commuter,56.0,1,Residential,10,0.907,0.684,0.452,0.847,25.4,0.599
CUST04201,Pune,Price_Sensitive,48.0,1,Mall_Retail,8,0.447,0.9,0.435,0.278,23.2,0.761
CUST04202,Hyderabad,Routine_Commuter,57.4,1,Residential,11,0.708,0.335,0.651,0.728,24.4,0.365
CUST04203,Delhi NCR,High_Mileage,77.9,0,Transit_Public,17,0.626,0.527,0.894,0.925,17.9,0.385
CUST04204,Delhi NCR,High_Mileage,65.9,0,Mall_Retail,15,0.382,0.758,0.751,0.971,12.9,0.509
CUST04205,Delhi NCR,Routine_Commuter,60.8,1,Highway,9,0.437,0.614,0.69,0.73,25.8,0.484
CUST04206,Hyderabad,Routine_Commuter,47.2,1,Hotel,14,0.728,0.646,0.639,0.603,25.1,0.56
CUST04207,Hyderabad,High_Mileage,74.5,0,Fleet,22,0.465,0.663,0.808,0.748,34.0,0.488
CUST04208,Jaipur,Convenience_First,57.7,1,Highway,6,0.85,0.189,0.879,0.737,17.0,0.253
CUST04209,Kolkata,Price_Sensitive,50.3,0,Residential,7,0.608,0.802,0.342,0.407,24.8,0.723
CUST04210,Jaipur,Routine_Commuter,57.8,1,Residential,8,0.61,0.531,0.73,0.729,28.0,0.448
CUST04211,Bengaluru,Routine_Commuter,41.9,1,Office_Commercial,9,0.811,0.412,0.564,0.772,16.3,0.429
CUST04212,Bengaluru,Routine_Commuter,51.8,1,Residential,11,0.69,0.641,0.715,0.712,14.8,0.522
CUST04213,Hyderabad,High_Mileage,59.5,0,Office_Commercial,15,0.734,0.56,0.547,0.962,29.4,0.478
CUST04214,Bengaluru,Convenience_First,59.9,0,Highway,10,0.749,0.38,0.838,0.861,30.3,0.337
CUST04215,Hyderabad,Price_Sensitive,53.0,0,Residential,7,0.01,0.884,0.39,0.321,24.6,0.711
CUST04216,Delhi NCR,Routine_Commuter,52.0,0,Office_Commercial,10,0.773,0.283,0.674,0.749,20.6,0.336
CUST04217,Pune,Routine_Commuter,65.4,1,Residential,13,0.879,0.301,0.567,0.799,28.9,0.37
CUST04218,Bengaluru,Routine_Commuter,72.1,1,Residential,13,0.575,0.291,0.99,0.728,32.4,0.26
CUST04219,Kolkata,Routine_Commuter,55.3,1,Residential,13,0.494,0.3,0.577,0.655,24.4,0.351
CUST04220,Ahmedabad,Routine_Commuter,61.2,0,Mall_Retail,12,0.548,0.653,0.536,0.906,25.7,0.521
CUST04221,Chandigarh,Price_Sensitive,55.1,0,Hotel,11,0.78,0.83,0.313,0.633,27.3,0.727
CUST04222,Mumbai,Convenience_First,70.1,0,Transit_Public,6,0.75,0.298,0.809,0.673,36.8,0.326
CUST04223,Hyderabad,Convenience_First,63.2,0,Highway,6,0.721,0.178,0.99,0.79,28.5,0.203
CUST04224,Pune,Convenience_First,78.3,0,Residential,6,0.86,0.249,0.95,0.746,31.4,0.271
CUST04225,Hyderabad,Routine_Commuter,54.0,1,Residential,8,0.8,0.518,0.913,0.668,23.1,0.432
CUST04226,Lucknow,Routine_Commuter,52.0,1,Residential,11,0.99,0.39,0.684,0.922,21.6,0.388
CUST04227,Bengaluru,Price_Sensitive,53.8,1,Transit_Public,9,0.433,0.555,0.475,0.56,30.2,0.519
CUST04228,Lucknow,Routine_Commuter,42.6,1,Office_Commercial,13,0.596,0.479,0.56,0.875,18.8,0.43
CUST04229,Jaipur,Price_Sensitive,42.5,1,Office_Commercial,8,0.519,0.728,0.384,0.482,16.1,0.653
CUST04230,Kolkata,Price_Sensitive,57.0,1,Residential,11,0.882,0.722,0.541,0.585,27.1,0.639
CUST04231,Bengaluru,Convenience_First,59.5,1,Highway,5,0.829,0.199,0.791,0.737,26.4,0.274
CUST04232,Kochi,Routine_Commuter,67.3,0,Office_Commercial,10,0.69,0.411,0.629,0.762,33.5,0.405
CUST04233,Hyderabad,Routine_Commuter,71.7,1,Residential,12,0.548,0.612,0.623,0.759,38.8,0.503
CUST04234,Lucknow,Routine_Commuter,65.6,1,Office_Commercial,12,0.74,0.379,0.702,0.673,26.1,0.391
CUST04235,Bengaluru,Price_Sensitive,54.1,1,Highway,12,0.327,0.774,0.532,0.716,17.9,0.595
CUST04236,Delhi NCR,Convenience_First,64.1,0,Highway,7,0.884,0.076,0.916,0.718,25.1,0.189
CUST04237,Pune,Routine_Commuter,57.2,0,Office_Commercial,13,0.714,0.491,0.768,0.948,28.7,0.396
CUST04238,Chennai,Routine_Commuter,58.6,1,Hotel,10,0.713,0.655,0.754,0.598,23.3,0.541
CUST04239,Mumbai,Convenience_First,72.0,0,Highway,9,0.845,0.392,0.863,0.819,27.6,0.355
CUST04240,Bengaluru,Price_Sensitive,64.1,1,Mall_Retail,11,0.22,0.932,0.602,0.733,32.1,0.654
CUST04241,Chandigarh,Price_Sensitive,48.1,0,Transit_Public,11,0.491,0.912,0.399,0.436,19.9,0.756
CUST04242,Pune,Price_Sensitive,59.1,1,Residential,8,0.522,0.837,0.484,0.475,26.6,0.694
CUST04243,Delhi NCR,Price_Sensitive,44.9,0,Mall_Retail,7,0.433,0.786,0.669,0.49,17.5,0.619
CUST04244,Jaipur,Price_Sensitive,52.0,0,Mall_Retail,7,0.445,0.99,0.537,0.646,24.2,0.735
CUST04245,Jaipur,Routine_Commuter,63.4,1,Residential,13,0.678,0.579,0.69,0.976,21.1,0.452
CUST04246,Hyderabad,Convenience_First,51.9,0,Office_Commercial,7,0.791,0.218,0.872,0.779,19.5,0.258
CUST04247,Hyderabad,Routine_Commuter,65.9,1,Transit_Public,9,0.535,0.667,0.793,0.65,31.0,0.514
CUST04248,Bengaluru,High_Mileage,61.7,0,Fleet,19,0.565,0.471,0.652,0.99,27.2,0.387
CUST04249,Ahmedabad,Routine_Commuter,63.9,1,Transit_Public,9,0.829,0.734,0.617,0.796,20.5,0.594
CUST04250,Jaipur,Convenience_First,54.3,0,Fleet,8,0.758,0.318,0.943,0.81,26.5,0.291
CUST04251,Mumbai,Price_Sensitive,36.3,0,Fleet,12,0.264,0.761,0.462,0.369,19.8,0.647
CUST04252,Mumbai,Routine_Commuter,46.5,0,Mall_Retail,12,0.781,0.704,0.786,0.679,15.4,0.556
CUST04253,Jaipur,Routine_Commuter,50.5,0,Residential,10,0.888,0.309,0.684,0.57,21.8,0.386
CUST04254,Ahmedabad,Routine_Commuter,60.9,1,Office_Commercial,12,0.871,0.458,0.738,0.697,25.5,0.437
CUST04255,Ahmedabad,Convenience_First,35.0,0,Highway,8,0.757,0.248,0.798,0.725,12.3,0.294
CUST04256,Kolkata,Routine_Commuter,58.6,1,Residential,14,0.797,0.697,0.7,0.823,29.0,0.55
CUST04257,Hyderabad,Routine_Commuter,62.1,1,Mall_Retail,11,0.702,0.483,0.727,0.763,25.2,0.426
CUST04258,Delhi NCR,Price_Sensitive,47.8,1,Mall_Retail,11,0.501,0.794,0.694,0.481,15.7,0.626
CUST04259,Delhi NCR,Routine_Commuter,50.9,1,Highway,14,0.749,0.368,0.581,0.528,26.9,0.432
CUST04260,Mumbai,Routine_Commuter,58.0,1,Residential,12,0.576,0.778,0.78,0.594,23.5,0.59
